Referencia,Fecha Alta,Tipo_Prop,Tipo_Operación,Provincia,Superficie,Construidos,Precio Venta,Fecha Venta,Vendedor,Supervisor,Dueño Propiedad,Rut Dueño,Celular Dueño,email dueño,Comprador o arrendador,Rut Comp/Arrend.
1564,15/07/05,Parking,Venta,Lleida,240,,1983840,18/10/05,Pedro,Joaquín,Nehru Flores,19058456-9,9-834-687-400,tincidunt.congue.turpis@arcu.net,Daniel Stout,5047465-8
1565,16/07/05,Piso,Venta,Tarragona,80,,533840,29/05/06,Luisa,,Alma Warner,33610591-9,9-340-632-960,pede.ac.urna@massa.co.uk,Cara Koch,10830677-7
1566,16/07/05,Piso,Alquiler,Lleida,140,,706440,02/06/06,Pedro,Joaquín,Orson Clarke,20851011-8,9-585-173-679,neque@eratvitaerisus.com,Maya Navarro,11033951-8
1567,16/07/05,Oficina,Alquiler,Tarragona,296,,2057496,13/11/05,Jesús,Luisa,Tatum Warner,18000660-5,9-776-982-394,Ut.semper.pretium@Cumsociisnatoque.net,Debra Parks,46320274-5
1568,17/07/05,Piso,Alquiler,Lleida,210,,2005080,25/04/06,Pedro,Joaquín,Lars Wynn,31641477-K,9-636-239-465,Suspendisse.tristique.neque@purusDuiselementum.ca,Quincy Patton,27376987-0
1569,17/07/05,Oficina,Alquiler,Tarragona,273,,2202837,27/06/06,María,Luisa,Penelope Wright,27483907-4,9-287-687-547,pede@nisl.org,Reese Harris,37163217-4
1570,17/07/05,Parking,Alquiler,Barcelona,67,,347931,28/04/06,Pedro,Joaquín,Xerxes Ruiz,42242850-K,9-945-778-493,Nulla.facilisis.Suspendisse@sedsapien.ca,Benedict Cooke,40838873-2
1571,18/07/05,Casa,Venta,Barcelona,127,247,583692,11/01/06,Carmen,Joaquín,Lewis Guerrero,14952928-4,9-794-487-154,enim.non.nisi@nisi.net,Jelani Baker,26772689-2
1572,18/07/05,Local,Alquiler,Barcelona,300,,1716300,21/04/06,María,Luisa,Zenia Rivers,37260757-2,9-768-849-236,id.mollis.nec@odioa.co.uk,Bert Mcbride,40718193-K
1573,18/07/05,Local,Venta,Barcelona,202,,1271388,10/01/06,Joaquín,,Germaine Morrison,8105576-9,9-757-914-911,amet.diam@metus.net,Courtney Vincent,25771531-0
1574,18/07/05,Piso,Alquiler,Barcelona,203,,1699719,10/01/06,Jesús,Luisa,Edward Oliver,12214771-1,9-672-118-444,lacinia.orci.consectetuer@venenatis.ca,Dillon Moon,6325547-5
1575,19/07/05,Industrial,Venta,Barcelona,275,,1620575,18/02/06,Joaquín,,Cameron Wall,27098182-8,9-433-853-775,blandit.mattis.Cras@Suspendisseseddolor.com,Allen Cote,39183049-5
1576,20/07/05,Piso,Alquiler,Lleida,298,,2207286,09/07/06,Pedro,Joaquín,Zane Hurst,12405155-K,9-289-958-898,auctor.Mauris.vel@at.org,Tatum Grimes,26979881-5
1577,20/07/05,Piso,Alquiler,Tarragona,288,,1186560,05/11/05,Luisa,,Dane Walls,12371098-3,9-968-690-299,felis.orci@vulputate.ca,Phelan Dejesus,16497246-1
1578,20/07/05,Local,Venta,Girona,178,,1723040,05/04/06,Jesús,Luisa,Farrah Mayer,48383552-3,9-476-281-492,at@idante.co.uk,Florence Perry,34783112-3
1579,20/07/05,Suelo,Venta,Tarragona,141,,1207101,20/02/06,María,Luisa,Martha Brock,19281455-3,9-955-621-468,Nunc@lectusantedictum.com,Alexa Parks,13437447-0
1580,21/07/05,Piso,Venta,Tarragona,110,,786830,18/11/05,Carmen,Joaquín,Madeline Rivera,22898945-2,9-583-586-040,quis.diam@lacusQuisque.ca,Amanda Wong,46229403-4
1581,21/07/05,Suelo,Alquiler,Tarragona,233,,2224917,27/10/05,Jesús,Luisa,Freya Crane,17601447-4,9-698-277-583,felis.eget.varius@convallis.com,Uriah Grant,26690595-5
1582,21/07/05,Parking,Alquiler,Lleida,297,,2463021,13/03/06,María,Luisa,Olivia Franks,33147294-8,9-442-930-388,consequat.purus@Fusce.com,Fredericka Barrett,37441312-0
1583,22/07/05,Suelo,Alquiler,Girona,300,,1832100,02/05/06,Carmen,Joaquín,Mariko Clark,21630084-K,9-448-952-846,Cras.eu@consectetuer.net,Shelby Koch,45014413-4
1584,22/07/05,Industrial,Venta,Girona,191,,916418,19/02/06,Luisa,,May Gallagher,28266669-3,9-995-709-588,tempus@Aliquam.co.uk,Jemima Patrick,39162632-4
1585,22/07/05,Casa,Venta,Girona,203,214,1026774,04/07/06,Pedro,Joaquín,Candice George,10746779-3,9-117-162-578,accumsan.laoreet.ipsum@mattisvelitjusto.org,Linda Frye,19046702-3
1586,22/07/05,Industrial,Venta,Tarragona,291,,1447434,02/02/06,María,Luisa,Quinn Medina,17873750-3,9-631-664-972,iaculis.odio.Nam@sem.co.uk,Karina West,14727919-1
1587,23/07/05,Parking,Venta,Lleida,101,,478639,07/01/06,Joaquín,,Thor Holmes,12840026-5,9-758-254-399,ac.turpis.egestas@Vivamus.edu,Ignacia Kidd,27578975-5
1588,23/07/05,Local,Alquiler,Girona,245,,2170945,14/05/06,Jesús,Luisa,Sylvester Craig,13359010-2,9-447-137-022,amet.ultricies@auguemalesuadamalesuada.co.uk,Pandora Mcmillan,43124415-2
1589,23/07/05,Casa,Venta,Lleida,287,704,1607487,01/11/05,Carmen,Joaquín,Malcolm Brennan,17220274-8,9-835-774-892,cursus.a.enim@eunulla.org,Kylan Cooke,30565781-6
1590,23/07/05,Suelo,Venta,Lleida,142,,682168,25/05/06,Jesús,Luisa,Knox Mayo,31850011-8,9-696-961-426,eget.metus.In@eleifend.edu,Belle Barnes,38817615-6
1591,24/07/05,Parking,Venta,Tarragona,255,,1627920,12/03/06,Jesús,Luisa,Miranda Sears,5983632-3,9-894-243-300,ridiculus.mus@feugiatSed.net,Rebecca Benson,38683998-0
1592,24/07/05,Parking,Venta,Barcelona,207,,1107864,15/05/06,Luisa,,Amela Mays,10401071-7,9-805-141-664,auctor@lobortisquam.co.uk,Justin Reeves,15269627-2
1593,24/07/05,Casa,Alquiler,Tarragona,77,602,562947,25/10/05,Luisa,,Nyssa Booth,21278315-3,9-486-102-810,arcu.et.pede@sodalesnisimagna.com,Velma Preston,45791965-4
1594,25/07/05,Local,Venta,Girona,80,,568880,29/10/05,Carmen,Joaquín,Dustin Flynn,46645260-2,9-759-932-098,suscipit@urna.edu,Leandra Hardy,21521434-6
1595,25/07/05,Parking,Venta,Lleida,96,,645408,27/05/06,Luisa,,Quemby Rasmussen,9972533-8,9-547-134-684,egestas@penatibuset.edu,Lydia Browning,19104369-3
1596,25/07/05,Suelo,Alquiler,Barcelona,264,,2133120,26/01/06,María,Luisa,Wanda Ortiz,10066055-5,9-831-633-819,fringilla.euismod.enim@Nuncsed.com,Barry Osborne,17846085-4
1597,26/07/05,Parking,Venta,Lleida,256,,1656064,02/02/06,Pedro,Joaquín,Emmanuel Caldwell,38460613-K,9-376-235-417,pede.ultrices@dictumultricies.net,Aurelia Garcia,14765813-3
1598,26/07/05,Industrial,Alquiler,Girona,167,,1606206,11/12/05,Joaquín,,Dante Richmond,40132280-9,9-948-961-409,mauris.a@ridiculusmusProin.net,Barrett Mcclain,19055551-8
1599,26/07/05,Suelo,Alquiler,Girona,245,,1311730,06/01/06,Pedro,Joaquín,Wylie Dickerson,49577531-3,9-445-340-105,accumsan@vehiculaPellentesquetincidunt.edu,Lynn Kennedy,25546907-K
1600,27/07/05,Oficina,Alquiler,Lleida,114,,764370,24/02/06,Carmen,Joaquín,Yoshi Howe,49400122-5,9-172-899-560,sapien.Aenean.massa@euismodin.net,Honorato Sims,32572024-7
1601,28/07/05,Industrial,Venta,Lleida,136,,1309544,19/11/05,Joaquín,,Malcolm Hooper,23201655-8,9-910-679-795,cursus@commodoat.edu,Stephen Michael,35522917-3
1602,28/07/05,Local,Alquiler,Tarragona,115,,756355,16/02/06,Pedro,Joaquín,Quintessa Pitts,28232891-7,9-262-845-727,Maecenas@euplacerateget.net,Isaiah Lamb,20264118-0
1603,28/07/05,Piso,Alquiler,Barcelona,165,,687720,20/02/06,Carmen,Joaquín,Pearl Shannon,13606422-3,9-491-743-711,vulputate.posuere@eu.ca,Jane Allison,32781083-9
1604,29/07/05,Suelo,Venta,Tarragona,132,,807048,31/10/05,Carmen,Joaquín,Rebecca Tate,50105073-3,9-209-895-705,in.felis.Nulla@diamlorem.org,Keegan Haney,40325686-2
1605,30/07/05,Casa,Alquiler,Barcelona,260,741,1301560,29/12/05,Carmen,Joaquín,Marah Bond,30022904-2,9-278-179-704,Pellentesque@ametmassa.ca,Petra Mcfarland,25430365-8
1606,31/07/05,Piso,Alquiler,Barcelona,211,,1951328,03/01/06,Luisa,,Hilary Huffman,50736713-5,9-866-736-927,Vivamus@lectusante.org,Jescie Cortez,36698880-7
1607,31/07/05,Parking,Alquiler,Lleida,106,,437674,08/12/05,Luisa,,Ignatius Pitts,47102387-6,9-469-810-597,non.luctus@diamProin.edu,Paula Richardson,46978166-6
1608,01/08/05,Oficina,Venta,Barcelona,139,,740731,14/03/06,María,Luisa,Tiger Simon,34537830-8,9-315-975-584,enim.sit.amet@ornarefacilisis.com,Nasim Mcleod,39632601-9
1609,01/08/05,Local,Alquiler,Lleida,95,,563255,08/11/05,Jesús,Luisa,April Rollins,22533100-6,9-470-273-410,ante@tempor.co.uk,Dean Lawrence,37998976-4
1610,01/08/05,Piso,Venta,Lleida,245,,2292465,10/06/06,Carmen,Joaquín,Vance Cameron,47495400-5,9-968-506-484,neque.Nullam.ut@arcu.ca,Erin Travis,24843660-3
1611,02/08/05,Suelo,Alquiler,Tarragona,71,,692037,02/06/06,Joaquín,,Alexa Blair,21239347-9,9-433-678-559,tristique.senectus.et@acurna.co.uk,Declan Walton,9638955-8
1612,03/08/05,Oficina,Venta,Lleida,275,,2110900,24/07/06,Pedro,Joaquín,Farrah Mayer,48383552-3,9-476-281-492,at@idante.co.uk,Quail Glover,34245296-5
1613,03/08/05,Industrial,Alquiler,Girona,84,,690396,08/02/06,Carmen,Joaquín,Caleb Bates,23519244-6,9-995-967-599,velit.dui.semper@temporloremeget.org,Adrienne Hendrix,49166257-3
1614,03/08/05,Suelo,Alquiler,Tarragona,152,,960032,11/04/06,Luisa,,Juliet Singleton,16072955-4,9-531-223-333,dictum.sapien@metus.com,Quinn Winters,40260412-3
1615,03/08/05,Oficina,Venta,Girona,64,,399488,07/12/05,Jesús,Luisa,Quinn Hill,37819744-9,9-532-606-395,commodo.ipsum.Suspendisse@vitaeorci.ca,Ila Morales,8945456-5
1616,03/08/05,Oficina,Alquiler,Lleida,126,,757260,23/07/06,Pedro,Joaquín,Edward Workman,12259822-5,9-145-534-505,adipiscing.elit.Curabitur@iaculisneceleifend.com,Thomas Raymond,25210325-2
1617,03/08/05,Piso,Alquiler,Lleida,86,,685592,29/04/06,Pedro,Joaquín,Holly Lynn,21981702-9,9-681-255-374,et@Vivamusnibhdolor.net,Clayton Kane,31194018-K
1618,04/08/05,Local,Alquiler,Tarragona,135,,990360,03/12/05,Joaquín,,Penelope Quinn,36519116-6,9-111-487-960,blandit.at@a.ca,Renee Vazquez,11785501-5
1619,04/08/05,Casa,Alquiler,Girona,222,202,1477410,06/05/06,María,Luisa,Lionel Kirk,29425459-5,9-229-792-752,ligula.Aenean.euismod@velitegetlaoreet.org,Adele Sims,48731875-2
1620,04/08/05,Parking,Alquiler,Girona,56,,375592,20/02/06,Jesús,Luisa,Zenia Harvey,17943313-3,9-470-940-419,neque.sed@enimconsequatpurus.org,Darryl Lyons,30180872-0
1621,04/08/05,Casa,Venta,Girona,286,45,1658800,27/11/05,María,Luisa,Christopher Rice,13776146-7,9-793-845-436,justo@sitametfaucibus.ca,Kasper Aguilar,20771175-6
1622,04/08/05,Industrial,Venta,Tarragona,233,,1782683,28/07/06,Pedro,Joaquín,Tanya Salazar,25476235-0,9-612-909-498,Mauris.quis.turpis@nonenim.co.uk,Inez Higgins,41460363-7
1623,04/08/05,Industrial,Alquiler,Barcelona,47,,286747,10/06/06,Joaquín,,Zoe Mcbride,19584803-3,9-237-973-058,lacus.Nulla@nullaat.net,Ali Baird,44272474-1
1624,04/08/05,Oficina,Alquiler,Tarragona,59,,281548,22/07/06,Jesús,Luisa,Melodie Gonzalez,30288849-3,9-781-707-501,sem.vitae@metusAliquamerat.ca,Kelly Parks,35304203-3
1625,05/08/05,Oficina,Alquiler,Lleida,73,,328646,01/02/06,Carmen,Joaquín,Jenette Watts,8155702-0,9-965-821-194,erat@necligulaconsectetuer.net,Arthur Hurley,15644323-9
1626,05/08/05,Local,Venta,Barcelona,188,,1209216,14/03/06,María,Luisa,Kristen Ramsey,21609615-0,9-521-556-946,Donec.est@mauris.edu,Warren Dotson,37894405-8
1627,06/08/05,Parking,Venta,Barcelona,245,,1202705,10/12/05,Jesús,Luisa,Francesca Bartlett,46146465-3,9-666-133-096,arcu.et.pede@diam.com,Charity Underwood,35807085-K
1628,06/08/05,Parking,Venta,Girona,297,,2440449,03/08/06,Carmen,Joaquín,Maile Wright,32366312-2,9-202-619-256,ullamcorper@justoPraesentluctus.ca,Kelly Erickson,20822316-K
1629,06/08/05,Parking,Alquiler,Lleida,99,,942579,03/03/06,María,Luisa,Daquan Meadows,43872571-7,9-330-382-025,bibendum.fermentum.metus@at.org,Olivia Velez,50940738-K
1630,06/08/05,Suelo,Alquiler,Tarragona,69,,349623,06/05/06,Joaquín,,Sylvia Santiago,31400041-2,9-515-578-308,convallis.in.cursus@Duis.ca,Lenore Velasquez,6513067-K
1631,07/08/05,Local,Alquiler,Barcelona,300,,1900200,09/12/05,Pedro,Joaquín,Constance Russo,6499273-2,9-185-149-367,hendrerit.neque.In@Sedidrisus.org,Carson Johnston,26017236-0
1632,07/08/05,Oficina,Alquiler,Tarragona,48,,404352,25/02/06,Joaquín,,Kessie Melton,15933490-2,9-363-542-424,eu@ametrisus.org,Charlotte Fulton,44214239-4
1633,07/08/05,Suelo,Venta,Lleida,201,,1522977,24/11/05,Carmen,Joaquín,Graham Fletcher,30928276-0,9-240-910-333,Donec.tempus.lorem@mauris.net,Katelyn Wilkinson,23968194-8
1634,07/08/05,Industrial,Venta,Girona,92,,739864,28/01/06,Luisa,,Buffy Jacobson,5362099-K,9-444-237-538,sed@utpellentesqueeget.org,Rhea Wells,13160378-9
1635,08/08/05,Piso,Alquiler,Barcelona,250,,1669250,04/01/06,María,Luisa,Quin Scott,14999518-8,9-942-577-574,pharetra.ut@NullafacilisiSed.org,Whitney Patterson,32683627-3
1636,08/08/05,Suelo,Venta,Girona,224,,1448384,20/12/05,Joaquín,,Lisandra Ramirez,43364862-5,9-361-161-492,eu.nulla.at@Vestibulumut.edu,Jessamine Jefferson,37767466-9
1637,08/08/05,Parking,Venta,Barcelona,112,,829808,29/03/06,Joaquín,,Isadora Sloan,16546225-4,9-579-729-575,Nunc@Donecdignissimmagna.ca,Carissa Barrett,25339675-K
1638,08/08/05,Piso,Venta,Girona,184,,1156808,26/04/06,Carmen,Joaquín,Fritz Rowland,50141579-0,9-947-502-240,dictum@CuraeDonectincidunt.net,Raya Woodard,5781835-2
1639,09/08/05,Parking,Venta,Lleida,300,,2155200,05/08/06,Jesús,Luisa,Rhona Gamble,46251090-K,9-183-519-698,tellus.Suspendisse@Curae.co.uk,Mechelle Perry,15893620-8
1640,09/08/05,Parking,Alquiler,Tarragona,162,,1297134,14/02/06,María,Luisa,Dominique Rocha,38472443-4,9-261-768-282,erat.Sed.nunc@tellussemmollis.org,Madeline Pena,16067942-5
1641,09/08/05,Oficina,Alquiler,Lleida,93,,552513,29/01/06,Pedro,Joaquín,Grady Rowe,12910724-3,9-717-951-139,Phasellus.at@sagittisaugueeu.edu,Shaeleigh Hill,5364199-7
1642,10/08/05,Industrial,Venta,Lleida,276,,2667816,16/12/05,Joaquín,,Clio Ashley,18785580-2,9-282-250-894,sed@ipsum.ca,Abigail Davidson,24023351-7
1643,10/08/05,Piso,Alquiler,Tarragona,130,,1246050,27/11/05,Luisa,,Wing Barrett,23817406-6,9-936-783-360,accumsan.interdum@pharetraNam.ca,Sean Carroll,15515325-3
1644,10/08/05,Local,Venta,Barcelona,269,,2384954,12/02/06,María,Luisa,Oliver Emerson,37667373-1,9-468-831-784,turpis@Nuncsollicitudincommodo.edu,Iris Puckett,43442371-6
1645,10/08/05,Casa,Alquiler,Girona,133,609,958132,04/06/06,Pedro,Joaquín,Zeus Rosario,29118972-5,9-420-277-399,a.enim@anteiaculisnec.net,Shannon Hoover,31364827-3
1646,11/08/05,Parking,Venta,Girona,184,,1147608,29/06/06,Luisa,,Elvis Murphy,18127788-2,9-528-900-396,pede.ac@non.co.uk,Katell Nelson,46378334-9
1647,12/08/05,Local,Venta,Tarragona,297,,2888325,27/11/05,Pedro,Joaquín,Lenore Allen,24616051-1,9-488-437-439,nunc.sed.libero@NullainterdumCurabitur.ca,Maxwell Stein,21761316-7
1648,12/08/05,Casa,Venta,Tarragona,118,659,545986,27/02/06,Pedro,Joaquín,Axel Serrano,48750567-6,9-391-337-925,enim@vulputate.ca,Gil Bean,11800964-9
1649,14/08/05,Local,Venta,Barcelona,119,,906780,21/11/05,Carmen,Joaquín,Colt Collier,36177094-3,9-287-606-660,in@erosnectellus.ca,Rhoda Fischer,47737039-K
1650,14/08/05,Casa,Alquiler,Tarragona,57,1,293037,27/11/05,Carmen,Joaquín,Sheila Dominguez,22736106-9,9-496-453-251,orci.Ut.sagittis@necluctusfelis.co.uk,Olga Campos,11102527-4
1651,14/08/05,Parking,Venta,Lleida,77,,592823,25/03/06,Pedro,Joaquín,Cassidy Henry,5970194-0,9-785-370-407,nec@vulputate.org,Quentin Slater,41187529-6
1652,15/08/05,Casa,Alquiler,Girona,63,649,601398,01/03/06,Carmen,Joaquín,Anthony Wynn,16329570-9,9-899-294-937,malesuada.fames.ac@liberoDonecconsectetuer.edu,Knox Dejesus,14645541-7
1653,15/08/05,Piso,Alquiler,Lleida,159,,761928,05/02/06,Carmen,Joaquín,Yvonne Medina,16198223-7,9-122-143-985,gravida@cursusIntegermollis.ca,Herrod Gutierrez,46908635-6
1654,15/08/05,Oficina,Alquiler,Lleida,137,,804327,17/12/05,Joaquín,,Aline Bradshaw,27762631-4,9-130-416-742,quis.turpis@Donecconsectetuermauris.org,Ethan Walsh,8711165-2
1655,15/08/05,Local,Alquiler,Barcelona,82,,375232,22/05/06,Jesús,Luisa,Grace Emerson,21523625-0,9-156-773-993,dictum@augueeu.co.uk,Demetrius Irwin,17896035-0
1656,15/08/05,Oficina,Alquiler,Lleida,79,,411669,04/08/06,Pedro,Joaquín,Magee Owens,23555093-8,9-695-367-749,Nunc@Intinciduntcongue.edu,Roanna Witt,45476030-1
1657,16/08/05,Casa,Alquiler,Barcelona,89,983,358670,19/02/06,Luisa,,Hiram Snow,5802455-4,9-224-321-025,dolor.Fusce@augueeutellus.net,Kaye Kerr,49541609-7
1658,16/08/05,Parking,Alquiler,Barcelona,232,,1643256,22/02/06,María,Luisa,Jason Mays,18223529-6,9-957-482-828,primis.in.faucibus@asollicitudin.edu,Nina Tran,26459033-7
1659,16/08/05,Suelo,Alquiler,Barcelona,221,,1069640,01/06/06,Joaquín,,Zoe Sweet,10132705-1,9-560-902-737,semper.pretium.neque@nec.net,Noelle Jennings,38682766-4
1660,16/08/05,Suelo,Alquiler,Lleida,212,,1926868,24/11/05,Carmen,Joaquín,Dolan Cooley,19978533-8,9-281-555-006,tristique.aliquet@augue.co.uk,Bruce Dejesus,47132072-2
1661,17/08/05,Oficina,Venta,Barcelona,58,,509356,20/05/06,Luisa,,Veronica Lowery,12859520-1,9-270-212-027,parturient@Donec.ca,Orlando Kinney,23566222-1
1662,17/08/05,Piso,Venta,Lleida,167,,1423007,08/04/06,Carmen,Joaquín,Molly Miranda,44471023-3,9-674-340-188,Duis.cursus.diam@duinec.co.uk,Walter Vaughn,43675679-8
1663,18/08/05,Parking,Alquiler,Barcelona,224,,986048,10/02/06,María,Luisa,Debra Bonner,29837588-5,9-882-330-044,neque@lectusCumsociis.org,Hector Harper,14802461-8
1664,19/08/05,Oficina,Venta,Girona,272,,2233120,13/12/05,Luisa,,Nissim Lowe,29278846-0,9-368-519-584,in.tempus@acmattis.com,Chase Blackwell,39025103-3
1665,19/08/05,Industrial,Alquiler,Lleida,238,,2275994,15/06/06,Joaquín,,Glenna Farrell,15201020-6,9-294-273-729,mi.Duis.risus@cursusInteger.com,Nyssa Carver,18082489-8
1666,19/08/05,Oficina,Alquiler,Lleida,69,,442635,15/06/06,María,Luisa,Madaline Blackburn,45439847-5,9-585-978-514,Nullam@Suspendissecommodo.edu,Eric Fulton,45654143-7
1667,22/08/05,Local,Venta,Barcelona,209,,843106,24/01/06,María,Luisa,Adria Santos,10197975-K,9-735-180-664,at.arcu.Vestibulum@elitNulla.org,Marny Butler,32553321-8
1668,22/08/05,Oficina,Alquiler,Lleida,103,,872204,26/11/05,María,Luisa,Jacob Morse,15283498-5,9-307-861-347,tortor@aceleifend.ca,Velma Greer,43409249-3
1669,23/08/05,Oficina,Alquiler,Girona,203,,1933372,31/01/06,Jesús,Luisa,Ulric Woodward,29642296-7,9-583-287-192,arcu@Nullamenim.ca,Maggy Whitley,35491950-8
1670,23/08/05,Local,Venta,Tarragona,263,,1499889,08/08/06,Pedro,Joaquín,Lacota Merrill,28787888-5,9-375-897-094,auctor.Mauris.vel@nec.edu,Lance Patterson,17419347-9
1671,24/08/05,Industrial,Venta,Tarragona,236,,1707224,05/02/06,Pedro,Joaquín,Bo Norton,10456145-4,9-756-256-894,sit.amet@risusvarius.ca,Erasmus Mcintyre,31722345-5
1672,25/08/05,Oficina,Venta,Girona,227,,1789214,02/12/05,Joaquín,,Brielle Stanton,29222631-4,9-479-322-437,lorem.tristique.aliquet@Nuncquis.edu,Evangeline Dotson,6527700-K
1673,26/08/05,Industrial,Venta,Lleida,223,,1509710,11/01/06,Jesús,Luisa,Hadassah Jensen,11491316-2,9-442-986-038,Phasellus@viverraDonectempus.org,Kirsten Vaughn,24309007-5
1674,26/08/05,Casa,Venta,Girona,242,694,2290046,24/01/06,María,Luisa,Tad Travis,5217922-K,9-565-480-313,ac.mattis@volutpatornare.net,Wesley Combs,19831577-K
1675,26/08/05,Piso,Alquiler,Tarragona,216,,2045304,09/04/06,Jesús,Luisa,Shea Reid,19478625-5,9-566-564-564,bibendum.fermentum.metus@Namacnulla.org,Lisandra Holloway,35131735-3
1676,27/08/05,Oficina,Venta,Tarragona,239,,2181353,15/06/06,María,Luisa,Rinah Frazier,10352485-7,9-482-895-633,nonummy.Fusce.fermentum@Cras.co.uk,Daryl Turner,48857682-8
1677,27/08/05,Industrial,Venta,Lleida,300,,2625600,08/01/06,María,Luisa,Aspen Fleming,20982622-4,9-861-873-260,sagittis@eutellusPhasellus.net,Griffith Cummings,26289047-3
1678,27/08/05,Oficina,Venta,Lleida,48,,474864,11/02/06,Luisa,,Kermit Palmer,46606625-7,9-407-808-886,sed@per.com,Linda Hart,39856533-9
1679,27/08/05,Oficina,Venta,Barcelona,91,,663845,07/04/06,María,Luisa,Yetta Luna,31505705-1,9-451-707-198,est.arcu.ac@orci.com,Ross Kelley,30413806-8
1680,27/08/05,Piso,Alquiler,Lleida,70,,615440,01/04/06,Jesús,Luisa,MacKensie Chang,14938659-9,9-993-910-707,et.euismod@Nullam.ca,Ria Carver,18230148-5
1681,28/08/05,Casa,Venta,Girona,284,595,1459192,02/07/06,María,Luisa,Catherine Armstrong,8951735-4,9-987-657-691,et@dictum.co.uk,Kieran Wiley,18379947-9
1682,28/08/05,Casa,Alquiler,Girona,265,569,1441070,04/08/06,Jesús,Luisa,Fitzgerald Carpenter,6883524-0,9-667-766-656,eu@pedeCras.edu,Isaac Monroe,33178291-2
1683,28/08/05,Suelo,Venta,Tarragona,101,,552773,28/11/05,Luisa,,Colt Craft,19075106-6,9-929-842-746,ligula.elit.pretium@semmagna.co.uk,Patricia Tate,16706158-3
1684,28/08/05,Industrial,Alquiler,Girona,224,,1932448,03/02/06,Carmen,Joaquín,Wynne Cabrera,7939631-1,9-738-315-541,amet.risus@leoMorbi.net,Leigh Todd,12441094-0
1685,28/08/05,Piso,Alquiler,Barcelona,254,,1191260,27/07/06,Pedro,Joaquín,Jane Cardenas,32606391-6,9-696-367-339,mollis.non.cursus@iaculisnec.edu,Joel Horne,42863981-2
1686,28/08/05,Piso,Venta,Lleida,97,,765815,15/07/06,María,Luisa,Kimberley Branch,20154877-2,9-333-266-200,mus.Aenean@molestie.com,Lucas Sweet,50964416-0
1687,29/08/05,Parking,Alquiler,Girona,82,,700854,22/04/06,María,Luisa,Ezekiel Summers,20394261-3,9-739-576-361,sociis.natoque@lobortisultricesVivamus.net,Rooney Ferrell,23266769-9
1688,29/08/05,Piso,Alquiler,Lleida,252,,1923516,23/05/06,Pedro,Joaquín,Conan Perkins,49880393-8,9-803-904-837,molestie@nec.co.uk,Cameron Gill,22161360-0
1689,29/08/05,Piso,Alquiler,Girona,108,,581580,04/08/06,Carmen,Joaquín,Tanya Grimes,8615101-4,9-961-649-996,Vivamus.molestie@urna.ca,Kiara Clay,8643358-3
1690,30/08/05,Parking,Venta,Girona,142,,681884,12/06/06,Carmen,Joaquín,Stella Russell,49753246-9,9-675-216-047,Quisque.libero@orci.com,Josiah Humphrey,44068300-2
1691,30/08/05,Casa,Venta,Tarragona,139,935,785628,10/01/06,Jesús,Luisa,Abbot Lane,43327565-9,9-548-945-268,Quisque.tincidunt.pede@Aenean.edu,Alfreda Stevenson,7885827-3
1692,30/08/05,Local,Venta,Lleida,78,,391950,14/03/06,Jesús,Luisa,Evelyn Nichols,39730612-7,9-392-379-672,Proin@interdumlibero.org,Audrey Avery,27548037-1
1693,30/08/05,Suelo,Venta,Lleida,233,,2171327,09/01/06,Jesús,Luisa,April Martinez,24885893-1,9-374-972-183,iaculis@dolor.edu,Quinlan Flowers,35639048-2
1694,31/08/05,Local,Venta,Girona,275,,1826825,14/05/06,Jesús,Luisa,Beau Huff,49572968-0,9-748-736-308,mi.felis.adipiscing@Vestibulumanteipsum.edu,Colby Francis,11705905-7
1695,31/08/05,Casa,Alquiler,Girona,248,533,1234048,28/02/06,Jesús,Luisa,Lee Goff,29790346-2,9-123-363-688,magnis.dis@disparturientmontes.com,Petra Snyder,49774169-6
1696,31/08/05,Industrial,Venta,Barcelona,158,,1473982,29/08/06,Carmen,Joaquín,Paki Stevens,46059783-8,9-521-244-058,ornare.lectus.justo@semper.net,Tanya Pate,40998504-1
1697,01/09/05,Industrial,Venta,Girona,116,,1143412,03/07/06,María,Luisa,Aristotle Pickett,26564113-K,9-375-393-373,pharetra.felis.eget@ipsumdolorsit.ca,Halee Velez,16146478-3
1698,02/09/05,Industrial,Alquiler,Barcelona,213,,1333593,06/04/06,Jesús,Luisa,Kai Frederick,28292618-0,9-744-262-588,magna@elitAliquamauctor.com,Silas Brown,31444131-1
1699,03/09/05,Industrial,Alquiler,Barcelona,202,,1558430,26/01/06,Jesús,Luisa,Troy Fischer,20647421-1,9-192-996-326,Integer.aliquam@nunc.ca,Ila Byrd,7968617-4
